Wall time,Step,Value
1741854017.0514858,0,2.2570290565490723
1741854066.1413388,1,2.1524033546447754
1741854116.5926945,2,2.0740997791290283
1741854166.3914711,3,2.006920099258423
1741854216.0831835,4,1.9431092739105225
1741854264.6785617,5,1.8763490915298462
1741854314.3107867,6,1.8235570192337036
1741854362.5453157,7,1.7971649169921875
1741854411.4838507,8,1.7919262647628784
1741854460.9290414,9,1.7882596254348755
1741854509.9828866,10,1.7666881084442139
1741854558.7578504,11,1.7057651281356812
1741854607.7248552,12,1.5908088684082031
1741854656.86417,13,1.3839722871780396
1741854706.3795133,14,1.1020927429199219
1741854755.419639,15,0.8098248243331909
1741854804.7105153,16,0.5562370419502258
1741854853.0547557,17,0.4099658727645874
1741854901.8855052,18,0.32957231998443604
1741854951.1010273,19,0.2919895052909851
1741854999.4824097,20,0.2686896324157715
1741855047.441803,21,0.2554411292076111
1741855095.5722506,22,0.24470287561416626
1741855144.3188279,23,0.23753875494003296
1741855192.8119707,24,0.23368722200393677
1741855240.672053,25,0.2323160171508789
1741855289.5542922,26,0.23210158944129944
1741855337.5463731,27,0.23145990073680878
1741855386.5864289,28,0.232647106051445
1741855435.3652663,29,0.23327139019966125
1741855483.030332,30,0.23512375354766846
1741855530.7968647,31,0.23519493639469147
1741855578.3913124,32,0.23683889210224152
1741855625.759386,33,0.23468071222305298
1741855673.3347752,34,0.22893109917640686
1741855721.0763662,35,0.22406983375549316
1741855768.575461,36,0.22001251578330994
1741855816.8222625,37,0.21355170011520386
1741855865.4978163,38,0.20818527042865753
1741855914.4820306,39,0.2038859874010086
1741855962.6043243,40,0.20106106996536255
1741856010.6757555,41,0.19716116786003113
1741856058.3772724,42,0.1953454464673996
1741856106.2603652,43,0.19485841691493988
1741856153.906919,44,0.19483011960983276
1741856201.6125422,45,0.1945628672838211
1741856249.7569478,46,0.19541539251804352
1741856297.5376778,47,0.19623276591300964
1741856345.067603,48,0.19832801818847656
1741856392.6654775,49,0.20214013755321503
1741856441.3056486,50,0.2042071372270584
1741856490.1821294,51,0.20350629091262817
1741856538.2883482,52,0.2039935290813446
1741856586.7802205,53,0.20152582228183746
1741856634.7612803,54,0.19877569377422333
1741856682.7174313,55,0.19528263807296753
1741856731.0440235,56,0.19225502014160156
1741856780.1656866,57,0.18947449326515198
